Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone
3,1,1.8702679107005176,0,0,-0.4746747299729938,1,-0.8250286473253902,1
1,0,-0.05784333744434602,0,1,0.6530909573202369,1,0.0480175403205253,0
1,0,1.4028470020593384,2,0,-0.6253150067426957,1,0.9210637279664409,0
1,1,-0.4084090189252303,1,0,-0.47210471431394835,0,0.0480175403205253,0
2,1,0.0005842761358013576,0,0,1.2311062635558132,1,-0.8250286473253902,1
1,0,-0.5836918596656725,0,1,-0.847973439753032,2,0.0480175403205253,0
3,0,-0.23312617818478817,1,0,-1.1455222759859574,2,0.0480175403205253,0
1,0,0.6432880255174226,0,1,1.7912028203515358,0,0.0480175403205253,0
2,0,-0.4668366325053777,1,0,-1.1140398465162291,2,0.0480175403205253,0
3,0,0.0005842761358013576,0,0,-1.251731400045032,1,-0.8250286473253902,1
1,1,-1.284823222627441,2,0,0.38906146374373113,1,0.9210637279664409,0
2,1,1.8118402971203702,0,0,-1.2242283496602775,2,-0.8250286473253902,1
3,1,-0.6421194732458199,2,0,-1.0374777262887975,0,0.9210637279664409,0
1,1,1.8118402971203702,0,1,-0.8593469921061291,2,0.0480175403205253,0
1,1,-1.8106717448487675,0,0,1.1827324612612604,0,-0.8250286473253902,1
2,1,-0.817402313986262,1,0,1.5597775801481961,0,0.0480175403205253,0
1,0,0.0005842761358013576,0,0,0.02935686700872156,0,-0.8250286473253902,1
1,1,0.0005842761358013576,1,1,-0.9301142464824995,2,0.9210637279664409,0
3,1,0.0005842761358013576,0,0,-1.258596668498064,0,-0.8250286473253902,1
3,1,-0.34998140534508293,0,1,-0.10438259220731472,0,0.0480175403205253,0
3,1,0.0005842761358013576,2,1,0.7937261180044591,1,1.794109915612356,0
1,1,0.1758671168762435,1,0,1.3659224218597137,2,0.0480175403205253,0
3,1,0.4680051847769804,2,0,0.7925812069860768,1,0.9210637279664409,0
3,1,0.0005842761358013576,0,0,-0.01851216700000009,0,-0.8250286473253902,1
2,1,-0.9342575411465567,1,0,-1.2647808670602343,2,0.0480175403205253,0
1,0,0.409577571196833,0,0,1.6516517046553878,0,-0.8250286473253902,1
3,0,-1.8106717448487675,2,0,1.6378907347341694,0,0.9210637279664409,0
3,0,-1.576961290528178,3,1,-1.113252785779486,2,2.6671561032582716,0
1,0,-0.7005470868259672,0,1,0.734978855199631,0,0.0480175403205253,0
2,1,1.0522813205784542,0,0,1.038265888910572,2,-0.8250286473253902,1
3,1,0.409577571196833,0,0,-0.9356289187112803,0,-0.8250286473253902,1
1,1,-1.6353889041083254,1,1,-0.43957811760014087,1,0.9210637279664409,0
1,1,1.4028470020593384,0,0,-0.8356743039735249,1,-0.8250286473253902,1
3,0,-0.4668366325053777,0,2,-1.2175824087992178,2,0.9210637279664409,0
2,0,1.169136547738749,0,0,-1.1665105622991094,2,-0.8250286473253902,1
3,1,0.0005842761358013576,1,0,1.7138221569578913,1,0.0480175403205253,0
1,1,-0.9342575411465567,3,2,1.4255427973751693,2,3.5402022909041873,0
3,0,-0.05784333744434602,0,1,1.0243695445426342,1,0.0480175403205253,0
3,0,1.169136547738749,1,1,0.41414036705931634,2,0.9210637279664409,0
3,0,-0.17469856460464078,2,0,-0.23531067047170415,1,0.9210637279664409,0
2,1,-0.9926851547267042,0,0,1.5147860401930076,1,-0.8250286473253902,1
2,1,1.169136547738749,0,0,0.23581444181393563,0,-0.8250286473253902,1
2,1,1.1107089341586016,0,1,0.9923130854422415,1,0.0480175403205253,0
1,0,-1.284823222627441,0,0,-0.14476090683087234,1,-0.8250286473253902,1
3,0,-1.576961290528178,0,1,0.018722102333847218,1,0.0480175403205253,0
3,1,-0.23312617818478817,0,0,-1.0420752104056934,0,-0.8250286473253902,1
3,0,0.0005842761358013576,0,0,-0.3276486361064167,2,-0.8250286473253902,1
2,0,-1.1095403818869989,2,0,-0.30508203066251555,1,0.9210637279664409,0
3,0,1.169136547738749,0,0,-0.9356100292535984,1,-0.8250286473253902,1
2,0,0.0005842761358013576,0,1,-0.5219487460647375,2,0.0480175403205253,0
2,1,1.169136547738749,2,0,0.9502934868289952,0,0.9210637279664409,0
1,1,0.409577571196833,1,1,0.5674430079478417,0,0.9210637279664409,0
1,0,-0.9926851547267042,0,0,-1.0005110576054428,2,-0.8250286473253902,1
2,0,1.636557456379928,2,0,-0.3634063794981338,2,0.9210637279664409,0
3,0,1.169136547738749,0,1,0.13231385610357335,0,0.0480175403205253,0
3,1,1.928695524280665,0,0,1.5225842379726593,0,-0.8250286473253902,1
2,1,0.0005842761358013576,0,0,-1.061569130733349,2,-0.8250286473253902,1
1,1,0.0005842761358013576,0,0,1.3417029888686522,1,-0.8250286473253902,1
2,1,1.928695524280665,0,0,1.7534910675040642,2,-0.8250286473253902,1
1,0,1.5197022292196332,0,1,-0.22719764839735523,2,0.0480175403205253,0
1,0,0.1758671168762435,1,0,-0.5863596979311698,0,0.0480175403205253,0
1,1,-1.6353889041083254,0,0,1.4241208409774535,1,-0.8250286473253902,1
2,1,-0.05784333744434602,0,0,-1.1979929917688374,2,-0.8250286473253902,1
2,0,0.4680051847769804,0,1,-0.9581283616389792,2,0.0480175403205253,0
1,1,1.9871231378608123,0,0,1.6288941058060367,1,-0.8250286473253902,1
2,0,0.059011889715948736,0,0,0.31741375075652384,2,-0.8250286473253902,1
1,1,0.409577571196833,1,0,-0.7887214086623724,2,0.0480175403205253,0
3,1,0.0005842761358013576,2,0,-1.1069122244842828,0,0.9210637279664409,0
3,0,0.0005842761358013576,0,0,-1.2530872433408615,1,-0.8250286473253902,1
2,1,-1.460106063367883,2,0,1.1718510842222067,1,0.9210637279664409,0
2,0,0.7601432526777173,2,0,0.3616675524478051,0,0.9210637279664409,0
1,1,0.29272234403653824,0,0,-1.0435108091895131,0,-0.8250286473253902,1
1,0,0.8185708662578647,2,0,-0.3743328813527608,1,0.9210637279664409,0
3,1,-0.05784333744434602,0,0,-0.20149434356395363,2,-0.8250286473253902,1
3,0,0.5264327983571278,1,0,1.3524101631313064,2,0.0480175403205253,0
3,1,0.0005842761358013576,1,0,-1.1717576338773974,1,0.0480175403205253,0
3,0,1.4028470020593384,2,0,0.0662227919177732,1,0.9210637279664409,0
3,1,0.0005842761358013576,1,0,-0.5863240178444376,2,0.0480175403205253,0
3,1,0.0005842761358013576,0,0,0.3915905522444658,2,-0.8250286473253902,1
1,0,-0.23312617818478817,0,1,1.5690407603125056,2,0.0480175403205253,0
1,0,-0.05784333744434602,0,0,1.6978406263447416,0,-0.8250286473253902,1
3,0,1.2859917748990437,0,0,1.0472856049536492,0,-0.8250286473253902,1
3,1,-0.8758299275664093,0,0,-1.2499390003938888,2,-0.8250286473253902,1
3,1,0.0005842761358013576,0,0,-0.6298852060873845,0,-0.8250286473253902,1
3,0,-0.9342575411465567,0,0,-1.251731400045032,1,-0.8250286473253902,1
1,0,0.0005842761358013576,1,0,-0.7771778511901386,2,0.0480175403205253,0
3,1,-1.0511127683068515,2,0,1.163666701974393,2,0.9210637279664409,0
3,1,0.0005842761358013576,0,0,-1.2585525930968062,0,-0.8250286473253902,1
2,1,-0.1162709510244934,0,0,-0.8094106118955621,0,-0.8250286473253902,1
3,1,-1.9275269720090622,3,1,-1.113252785779486,2,2.6671561032582716,0
1,0,-1.8106717448487675,0,0,0.7545493827723296,1,-0.8250286473253902,1
3,1,0.8185708662578647,0,0,-0.226609976380587,0,-0.8250286473253902,1
3,0,-1.3432508362075883,2,0,0.28782026705497954,0,0.9210637279664409,0
1,0,0.0005842761358013576,1,0,0.20319339781171913,0,0.0480175403205253,0
3,0,-1.2263956090472936,1,0,-1.216444843681045,0,0.0480175403205253,0
3,1,1.0522813205784542,0,0,1.3929994100323118,2,-0.8250286473253902,1
2,1,-0.5836918596656725,1,0,0.6455865955489692,0,0.0480175403205253,0
2,1,0.0005842761358013576,2,0,-1.1159844112431427,2,0.9210637279664409,0
3,1,-0.34998140534508293,2,0,-0.9646441751248972,1,0.9210637279664409,0
2,0,-1.8690993584289148,1,2,-0.8980787756684199,0,1.794109915612356,0
3,1,0.23429473045639088,1,5,-1.0062125255824106,2,4.413248478550103,0
3,0,-0.9926851547267042,1,0,-1.1476211046172726,2,0.0480175403205253,0
1,1,-0.4084090189252303,0,0,-0.9618747707458768,2,-0.8250286473253902,1
3,0,-1.8106717448487675,1,1,-1.1591646620895062,2,0.9210637279664409,0
3,0,0.0005842761358013576,0,0,-1.2530872433408615,1,-0.8250286473253902,1
2,1,-0.8758299275664093,1,1,0.747360894710075,2,0.9210637279664409,0
2,1,-0.817402313986262,0,0,-1.061569130733349,2,-0.8250286473253902,1
3,0,0.1758671168762435,1,5,-1.0050319344772958,2,4.413248478550103,0
1,1,-1.0511127683068515,0,0,1.734249006612166,1,-0.8250286473253902,1
2,0,-0.23312617818478817,0,0,-0.5588902288045166,0,-0.8250286473253902,1
3,1,-1.8106717448487675,0,0,0.044941719010552494,0,-0.8250286473253902,1
2,1,0.0005842761358013576,0,0,-1.1979929917688374,2,-0.8250286473253902,1
2,0,0.0005842761358013576,1,1,1.386950585916861,1,0.9210637279664409,0
2,0,-0.6421194732458199,0,0,0.4712547411889813,0,-0.8250286473253902,1
3,0,1.5197022292196332,0,0,0.23752498714845763,2,-0.8250286473253902,1
3,1,-0.8758299275664093,0,0,0.11277061330308176,0,-0.8250286473253902,1
2,1,1.4028470020593384,0,0,-1.2528542733627857,0,-0.8250286473253902,1
1,0,0.0005842761358013576,0,0,0.8663644781056472,1,-0.8250286473253902,1
1,0,-1.576961290528178,0,0,-0.3488205699248088,2,-0.8250286473253902,1
